project_name,oneliner,git_namespace,git_url,platform,topics,rubric,last_commit_date,stargazers_count,number_of_dependents,stars_last_year,project_active,dominating_language,organization,organization_user_name,languages,homepage,refs,project_created,project_age_in_days,license,total_commits_last_year,total_number_of_commits,last_issue_closed,open_issues,closed_pullrequests,closed_issues,issues_closed_last_year,days_until_last_issue_closed,open_pullrequests,reviews_per_pr,development_distribution_score,last_released_date,last_release_tag_name,good_first_issue,contributors,accepts_donations,donation_platforms,code_of_conduct,contribution_guide,dependents_repos,organization_name,organization_github_url,organization_website,organization_location,organization_country,organization_form,organization_avatar,organization_public_repos,organization_created,organization_last_update
ClimateLearn,"A Python library for accessing state-of-the-art climate data and machine learning models in a standardized, straightforward way.",aditya-grover,https://github.com/aditya-grover/climate-learn.git,github,"climate-change,climate-science,deep-learning,machine-learning",Climate Data Visualization and Access,"2023/09/04, 17:05:47",245,0,240,true,Jupyter Notebook,,,"Jupyter Notebook,Python",,",https://arxiv.org/abs/2307.01909","2022/09/07, 07:18:30",413,MIT,300,383,"2023/09/04, 17:05:47",1,84,114,114,51,0,0.9,0.688442211055276,"2023/07/11, 14:15:54",v1.0.0,0,8,false,,false,true,,,,,,,,,,,
ForestGEO,This public repository is a portal for climate data and information for ForestGEO sites.,forestgeo,https://github.com/forestgeo/Climate.git,github,,Climate Data Visualization and Access,"2023/05/31, 16:05:13",7,0,0,true,R,ForestGEO,forestgeo,"R,MATLAB,Rich Text Format",https://forestgeo.github.io/Climate/,",https://zenodo.org/badge/latestdoi/83330500,https://zenodo.org/badge/latestdoi/83330500","2017/02/27, 16:15:55",2431,CC-BY-4.0,7,693,"2020/10/24, 13:46:52",13,16,29,0,1096,0,0.7,0.47906976744186,"2020/09/21, 15:35:01",v1.0,0,10,false,,false,true,,,https://github.com/forestgeo,http://www.forestgeo.si.edu/,Smithsonian Tropical Research Institute,,,https://avatars.githubusercontent.com/u/25665726?v=4,,,
"Analysis-Ready, Cloud Optimized ERA5",A global history of the climate highly accessible in the cloud.,google-research,https://github.com/google-research/arco-era5.git,github,"cloud-optimized,ecmwf,era5,zarr,open-science",Climate Data Visualization and Access,"2023/10/17, 10:13:16",132,0,63,true,Python,Google Research,google-research,"Python,Dockerfile",https://cloud.google.com/storage/docs/public-datasets/era5,",https://doi.org/10.1017/CBO9780511734458,https://doi.org/10.1017/CBO9780511802270,https://doi.org/10.1175/JHM-D-21-0195.1","2022/05/05, 19:58:23",538,Apache-2.0,24,66,"2023/10/06, 00:44:36",14,30,47,40,20,1,5.2,0.328125,,,2,6,false,,false,true,,,https://github.com/google-research,https://research.google,Earth,,,https://avatars.githubusercontent.com/u/43830688?v=4,,,
CleF,"Searches the Earth System Grid Federation datasets stored at the Australian National Computational Infrastructure, both data published on the NCI ESGF node as well as files that are locally replicated from other ESGF nodes.",coecms,https://github.com/coecms/clef.git,github,"cmip,climate-data,python3",Climate Data Visualization and Access,"2023/08/15, 23:17:35",7,0,1,true,Python,ARC COE for Climate Extremes: Computational Modelling Systems,coecms,"Python,Makefile,Shell",https://clef.readthedocs.io,",https://doi.org/10.5281/zenodo.8251030\n\n","2017/10/02, 00:19:31",2215,Apache-2.0,24,519,"2023/08/15, 04:51:54",15,75,153,15,72,1,0,0.005347593582888,"2023/08/15, 07:29:48",1.5.1,0,2,false,,false,false,,,https://github.com/coecms,http://climate-cms.unsw.wikispaces.net,,,,https://avatars.githubusercontent.com/u/2030614?v=4,,,
Intake-esm,An intake plugin for parsing an Earth System Model catalog and loading assets into xarray datasets.,intake,https://github.com/intake/intake-esm.git,github,"cmip6,data-catalog,pangeo,earth-system-model,data-access,intake,climate-datasets,cesm-lens,hacktoberfest",Climate Data Visualization and Access,"2023/10/02, 22:54:34",118,60,34,true,Python,Intake,intake,"Python,Makefile",https://intake-esm.readthedocs.io,",https://doi.org/10.5281/zenodo.3491062\n","2018/12/31, 16:42:54",1759,Apache-2.0,50,1116,"2023/10/02, 22:54:35",30,389,573,74,23,4,0.3,0.244877049180328,"2023/07/07, 12:54:20",v2023.07.07,0,15,false,,false,true,"kdorheim/overshoot-analysis,dwest77a/kerchunk-builder,climateintelligence/shearwater,chyalexcheng/grainLearning,justinfmccarty/morph-app,msearsie3/visualizing_NOAA_data,justinfmccarty/pyepwmorph,vinguyen777/Data-Science-on-Agriculture,JoranAngevaare/optim_esm_base,JoranAngevaare/optim_esm_tools,cfbastarz/JupyterNotebooks,cfbastarz/teste,euro-cordex/cordex-aws,rmshkv/nbscuid,Willett-Group/lazyvi,JGCRI/stitches,GrainLearning/grainLearning,ACCESS-NRI/access-nri-intake-catalog,ACCESS-NRI/intake-dataframe-catalog,marcellinus-witarsah/2023-ey-open-science-data-challenge-1,ACCESS-NRI/dev_data_querying,cal-adapt/climakitae,adelezaini/master-thesis,Ouranosinc/xscen,klindsay28/esm_catalog_utils,rseng/rsepedia-analysis,sit23/carbon_plan_examples,igorkso/estatisticas_meteorologicas,andreaslangholz/Yieldcaster,tedw0ng/wri-agriadapt-demo,kdorheim/stitches,NCAR/MHW_LENS2,ngam/ngc-ext-pangeo,Ouranosinc/miranda,petersherman123/student-summer-2022,franzihe/CloudSat_ERA5_CMIP6_analysis,ludwiglierhammer/xweights,sdat2/seager19,ncar-xdev/ecgtools,inwaves/climate-surrogate-model,cedadev/stac-generator,cedadev/ceda-intake,mgrover1/test-interactive-jupyter,cedadev/stac-generator-example,E3SM-Project/gdess,vidurmithal/covid-fire-aq,orttak/geoDocker-,Lulurussell/CICOES-code,cedadev/cmip6-object-store,raquelalegre/binder_test,ClimateAI/clustering_analogs,carbonplan/cmip6-downscaling,abishekg7/pangeo_binders,andersy005/singularity-binder,NCAR/esds-funnel,pangeo-data/pangeo-datastore,Spartee/ML-Smart-Pricing,pangeo-data/pangeo-datastore-flask,DS4Earth/sp2020,MetOffice/forest",,https://github.com/intake,https://intake.readthedocs.io/en/latest/,,,,https://avatars.githubusercontent.com/u/1469464?v=4,,,
GHCNData.jl,Helps access the Global Historical Climatological Network's daily data.,willtebbutt,https://github.com/willtebbutt/GHCNData.jl.git,github,,Climate Data Visualization and Access,"2023/09/20, 18:45:56",3,0,0,true,Julia,,,Julia,,,"2021/01/16, 14:30:49",1012,MIT,1,29,"2023/09/20, 18:45:57",0,7,9,3,35,0,0.285714285714286,0.173913043478261,"2023/09/20, 19:07:09",v0.1.5,0,2,false,,false,false,,,,,,,,,,,
get-station-data,"A set of Python tools to make it easier to extract weather station data (e.g., temperature, precipitation) from the Global Historical Climatology Network Daily.",scotthosking,https://github.com/scotthosking/get-station-data.git,github,python,Climate Data Visualization and Access,"2023/08/22, 10:29:27",17,0,7,true,Jupyter Notebook,,,"Jupyter Notebook,Python,Shell",,,"2017/02/28, 20:56:10",2430,MIT,17,92,"2023/08/22, 10:29:27",1,5,8,6,64,1,0,0.1875,"2020/02/06, 13:05:18",v0.4,0,4,false,,false,false,,,,,,,,,,,
Iris,"A powerful, format-agnostic, community-driven Python package for analyzing and visualizing Earth science data.",SciTools,https://github.com/SciTools/iris.git,github,"iris,python,netcdf,grib,visualisation,data-analysis,earth-science,meteorology,oceanography,spaceweather",Climate Data Processing and Analysis,"2023/10/24, 14:44:27",574,0,63,true,Python,,SciTools,"Python,Makefile",https://scitools-iris.readthedocs.io/en/stable/,",https://doi.org/10.5281/zenodo.595182","2012/08/06, 10:09:14",4097,LGPL-3.0,253,5652,"2023/10/24, 08:04:08",241,3710,5196,491,1,30,2,0.863381312515248,"2023/08/31, 12:59:58",v3.7.0,10,93,false,,true,true,,,https://github.com/SciTools,https://scitools.org.uk/,United Kingdom,,,https://avatars.githubusercontent.com/u/1391487?v=4,,,
xCDAT,An extension of xarray for climate data analysis on structured grids.,xCDAT,https://github.com/xCDAT/xcdat.git,github,"climate-data-analysis,xarray,climate-science,python,climate-data,cdat,xcdat,climate-research,climate-analysis,climate-sciences,cf-conventions,cmip,cmip6,e3sm,pcmdi",Climate Data Processing and Analysis,"2023/10/11, 16:54:01",77,0,40,true,Python,xCDAT,xCDAT,"Python,Makefile",https://xcdat.readthedocs.io/en/latest/,",https://zenodo.org/badge/latestdoi/354103918\n","2021/04/02, 18:38:33",936,Apache-2.0,49,213,"2023/10/22, 05:05:52",35,214,457,127,4,3,2.8,0.179916317991632,"2023/10/10, 20:51:16",v0.6.0,0,6,false,,true,true,,,https://github.com/xCDAT,https://xcdat.readthedocs.org,,,,https://avatars.githubusercontent.com/u/87787695?v=4,,,
Geoclimate,Geospatial processing toolbox for environmental and climate studies.,orbisgis,https://github.com/orbisgis/geoclimate.git,github,"gis,climate-change,environment",Climate Data Processing and Analysis,"2023/10/14, 11:37:21",40,0,8,true,Groovy,OrbisGIS,orbisgis,"Groovy,Scheme",,,"2019/02/25, 11:15:43",1703,LGPL-3.0,201,2657,"2023/10/14, 11:37:22",26,512,812,82,11,1,0.5,0.4272030651341,"2021/09/01, 11:45:20",0.0.1,0,11,false,,true,false,,,https://github.com/orbisgis,http://www.orbisgis.org,Vannes,,,https://avatars.githubusercontent.com/u/9842346?v=4,,,
weather-tools,A series of command-line tools to make common data engineering tasks easier for researchers in climate and weather.,google,https://github.com/google/weather-tools.git,github,"python,apache-beam,weather",Climate Data Processing and Analysis,"2023/10/10, 07:08:14",172,1,75,true,Python,Google,google,"Python,Dockerfile,Shell",https://weather-tools.readthedocs.io/,,"2021/11/22, 22:30:09",702,Apache-2.0,70,344,"2023/10/18, 12:28:21",88,245,322,135,7,19,3.1,0.510791366906475,"2022/06/27, 16:53:57",v0.3.2,6,25,false,,false,true,google-research/arco-era5,,https://github.com/google,https://opensource.google/,,,,https://avatars.githubusercontent.com/u/1342004?v=4,,,
OpenClimateGIS,A set of geoprocessing and calculation tools for CF-compliant climate datasets.,NCPP,https://github.com/NCPP/ocgis.git,github,"climate,climate-datasets,thredds,grid,shapefiles,gis,mpi,mpi4py,netcdf,gdal-python",Climate Data Processing and Analysis,"2020/10/08, 18:38:12",69,0,7,false,Python,National Climate Prediction Portal,NCPP,"Python,Shell,Dockerfile",,,"2012/10/12, 20:23:13",4030,CUSTOM,0,2266,"2020/08/21, 23:01:53",57,15,468,0,1160,2,1.4,0.06516443361754,"2018/03/23, 19:02:18",v2.1.0,0,8,false,,false,false,,,https://github.com/NCPP,http://earthsystemcog.org/projects/ncpp/,,,,https://avatars.githubusercontent.com/u/609440?v=4,,,
AR6-WG1-Data-Compilation,"Compiles the data into a uniform, csv-based data format following the standard established by the Integrated Assessment Modeling Consortium and used by IPCC WG3.",openscm,https://github.com/openscm/AR6-WG1-Data-Compilation.git,github,,Climate Data Processing and Analysis,"2021/08/17, 00:13:24",25,0,1,false,Jupyter Notebook,OpenSCM,openscm,"Jupyter Notebook,Python,Makefile",,,"2021/08/10, 13:40:18",806,BSD-3-Clause,0,8,"2021/08/17, 00:13:28",2,6,6,0,800,0,2.33333333333333,0.5,,,0,2,false,,false,false,,,https://github.com/openscm,,,,,https://avatars.githubusercontent.com/u/62363211?v=4,,,
icclim,Python library for climate indices and climate indicators calculation.,cerfacs-globc,https://github.com/cerfacs-globc/icclim.git,github,"calculation-climate,climate-indices,python,climate-indicators,netcdf,climate-simulations,python-library,python-package,xclim,xarray,icclim",Climate Data Processing and Analysis,"2023/09/12, 07:07:40",70,2,16,true,Python,CERFACS GLOBC,cerfacs-globc,"Python,Shell",https://icclim.readthedocs.io/en/latest/,",https://zenodo.org/badge/latestdoi/15936714\n","2014/01/15, 14:04:03",3570,Apache-2.0,115,1401,"2023/09/12, 07:07:44",20,178,261,44,43,2,0.1,0.311926605504587,"2023/05/16, 06:14:44",v6.4.0,1,12,false,,false,true,"igorkso/estatisticas_meteorologicas,metwork-framework/mfextaddon_scientific",,https://github.com/cerfacs-globc,https://www.cerfacs.fr/,"Toulouse, France",,,https://avatars.githubusercontent.com/u/11227557?v=4,,,
clisops,Climate simulation operations.,roocs,https://github.com/roocs/clisops.git,github,"xarray,climate-analysis,climate-science,python,netcdf4,xclim",Climate Data Processing and Analysis,"2023/10/23, 17:38:06",19,13,1,true,Python,roocs - remote operations on climate simulations,roocs,"Python,Makefile",https://clisops.readthedocs.io/en/latest/,,"2020/03/26, 15:19:32",1308,CUSTOM,179,934,"2023/10/23, 17:38:07",41,182,261,45,2,1,1,0.553903345724907,"2023/08/22, 19:31:03",v0.11.0,0,12,false,,false,true,"will-s-hart/climate-epidemics,narest-qa/repo70,hydrologie/xdatasets,xdatasets/xdatasets,Ouranosinc/scen_workflow_afr,Ouranosinc/xscen,jgmsantos/projetospython,CanadianClimateDataPortal/climatedata-api,cedadev/flamingo,bird-house/finch,roocs/dachar,roocs/rook,roocs/daops",,https://github.com/roocs,,,,,https://avatars.githubusercontent.com/u/60000375?v=4,,,
hyfo,Mainly focuses on data process and visualization in hydrology and climate forecasting.,Yuanchao-Xu,https://github.com/Yuanchao-Xu/hyfo.git,github,"climate,forecasting-models,netcdf4,hydrology,maps,climate-forecasting,cran",Climate Data Processing and Analysis,"2023/08/15, 15:36:14",15,0,2,true,R,,,R,http://yuanchao-xu.github.io/hyfo/,,"2015/06/14, 15:18:50",3055,CUSTOM,4,200,"2023/08/23, 15:09:02",0,0,13,3,63,0,0,0,"2016/01/10, 09:05:44",1.3.6,0,1,false,,false,false,,,,,,,,,,,
aospy,A Python package for automated analysis and management of gridded climate data.,spencerahill,https://github.com/spencerahill/aospy.git,github,"python,xarray,netcdf,science,climate",Climate Data Processing and Analysis,"2019/12/16, 16:54:31",83,13,2,false,Python,,,"Python,Jupyter Notebook",,",https://zenodo.org/badge/latestdoi/37231620\n","2015/06/11, 01:12:43",3059,Apache-2.0,0,537,"2019/12/16, 16:54:36",74,134,261,0,1409,1,1.2,0.090225563909775,"2018/11/19, 04:47:33",v0.3.1,0,5,false,,false,false,"narest-qa/repo14,aprig/ATL3_SST_variability_CMIP5_CMIP6,aprig/ATL3_variability_CMIP5_CMIP6,aprig/ATL3_ABA_SSTa,zmlabe/AntSeaIceVari,zmlabe/StratoVari,zmlabe/AMIP_Simu,zmlabe/CAAthickness,zmlabe/BeringSeaIce2018,zmlabe/ThicknessSensitivity,zmlabe/SeaIceQBO,zmlabe/ClimatePython,zmlabe/IceVarFigs",,,,,,,,,,
NASAaccess,"An R package that can generate gridded ASCII tables of climate (CIMP5) and weather data (GPM, TRMM, GLDAS) needed to drive various hydrological models (e.g. SWAT, VIC, RHESSys).",nasa,https://github.com/nasa/NASAaccess.git,github,,Climate Data Processing and Analysis,"2023/04/19, 19:06:17",72,0,18,true,R,NASA,nasa,"R,TeX",,,"2019/03/11, 20:21:28",1689,CUSTOM,7,71,"2021/11/08, 06:01:15",2,0,4,0,717,0,0,0,"2023/04/19, 19:14:07",V3.4.3,0,1,false,,false,false,,,https://github.com/nasa,https://github.com/nasa/nasa.github.io/blob/master/docs/INSTRUCTIONS.md,United States of America,,,https://avatars.githubusercontent.com/u/848102?v=4,,,
NCL,The NCAR Command Language is a scripting language for the analysis and visualization of climate and weather data.,NCAR,https://github.com/NCAR/ncl.git,github,,Climate Data Processing and Analysis,"2022/05/11, 16:01:03",245,0,30,true,C,National Center for Atmospheric Research,NCAR,"C,Roff,Fortran,NCL,M,Shell,sed,Yacc,PostScript,Python,Objective-C,MATLAB,Gnuplot,Perl,Lex,ReScript,Java,Mathematica,XSLT,Makefile",http://www.ncl.ucar.edu,,"2016/09/01, 01:34:28",2611,CUSTOM,0,14264,"2023/03/18, 07:07:30",119,29,86,2,221,3,0.2,0.344369547977795,,,0,14,false,,true,true,,,https://github.com/NCAR,http://ncar.ucar.edu,"Boulder, CO",,,https://avatars.githubusercontent.com/u/2007542?v=4,,,
xskillscore,An open source project and Python package that provides verification metrics of deterministic (and probabilistic from properscoring) forecasts with xarray.,xarray-contrib,https://github.com/xarray-contrib/xskillscore.git,github,"forecasting,verification,metrics,pangeo",Climate Data Processing and Analysis,"2023/04/04, 20:33:28",196,28,31,true,Python,xarray-contrib ,xarray-contrib,"Python,Shell",https://xskillscore.readthedocs.io/en/stable/,",https://doi.org/10.5281/zenodo.5173152\n\n**xskillscore**","2018/06/14, 19:23:57",1959,Apache-2.0,5,716,"2023/04/04, 20:33:31",39,202,363,8,204,1,0.3,0.646302250803859,"2021/10/09, 00:22:24",v0.0.24,7,9,false,,false,true,"prio-data/prediction_competition_2023,noorains/prediction_c,NuttaSkanupong/NS-ML-CWCNN,almerrifield/ClimSIPS,CSHS-CWRA/RavenPy,zmlabe/Attribution_SpringNA,GWeindel/hsmm_mvpy,AnthonyCampbell208/hyperparameter_research,alobbe/stochastic-triads,Clem1993/Connect4,aaronspring/Spring_etal_2023_CA,yc-lin-geo/Georgia_GIA,NCAR/geocat-comp,aaronspring/climpred_egu22_demo,ngam/ngc-ext-pangeo,jgmsantos/Livro-Python,mishooax/ai4cop-health-cams,dougiesquire/CAFE-f6_documentation,NCAR/esmlab,aaronspring/Spring_etal_2020_ERL,aaronspring/Spring_and_Ilyina_2020_GRL,aaronspring/Spring_etal_2021_ESD,ECMWFCode4Earth/aq-biascorrection,OCHA-DAP/pa-anticipatory-action,Daviology38/AMS_Python_2021_Project_Coe,DS4Earth/sp2020,bradyrx/esmtools,pangeo-data/climpred",,https://github.com/xarray-contrib,https://xarray.dev,,,,https://avatars.githubusercontent.com/u/35757293?v=4,,,
getCRUCLdata,Provides functions that automate importing CRU CL v. 2.0 climatology data into R.,ropensci,https://github.com/ropensci/getCRUCLdata.git,github,"cru,climate-data,cru-cl2,temperature,rainfall,elevation,r,data-access,wind,relative-humidity,solar-radiation,diurnal-temperature,frost,rstats,r-package,peer-reviewed",Climate Data Processing and Analysis,"2022/08/16, 10:34:46",17,0,0,false,R,rOpenSci,ropensci,"R,TeX",https://docs.ropensci.org/getCRUCLdata,",https://doi.org/10.5281/zenodo.466812","2016/10/20, 09:14:24",2561,CUSTOM,0,703,"2022/08/16, 11:53:49",0,3,11,0,435,0,0,0.010118043844857,"2022/08/16, 10:41:47",v0.3.3,0,4,false,,false,true,,,https://github.com/ropensci,https://ropensci.org/,"Berkeley, CA",,,https://avatars.githubusercontent.com/u/1200269?v=4,,,
