,project_name,oneliner,git_namespace,git_url,platform,topics,rubric,last_commit_date,stargazers_count,number_of_dependents,stars_last_year,project_active,dominating_language,organization,organization_user_name,languages,homepage,refs,project_created,project_age_in_days,license,total_commits_last_year,total_number_of_commits,last_issue_closed,open_issues,closed_pullrequests,closed_issues,issues_closed_last_year,days_until_last_issue_closed,open_pullrequests,reviews_per_pr,development_distribution_score,last_released_date,last_release_tag_name,good_first_issue,contributors,accepts_donations,donation_platforms,code_of_conduct,contribution_guide,dependents_repos,organization_name,organization_github_url,organization_website,organization_location,organization_country,organization_form,organization_avatar,organization_public_repos,organization_created,organization_last_update,project_age_in_years,activity,community,size,total_score
985,SMOKE,Create emissions inputs for multiple air quality modeling systems with unmatched speed and flexibility.,CEMPD,https://github.com/CEMPD/SMOKE.git,github,"emissions-model,air-quality",Air Quality,"2022/06/15, 14:40:40",32.0,0.0,4.0,True,Fortran,Center for Environmental Modeling for Policy Development,CEMPD,"Fortran,Perl,Python,Shell,Makefile",https://www.cmascenter.org/smoke/,",https://zenodo.org/badge/latestdoi/39790736","2015/07/27, 18:24:35",2596.0,MIT,18.0,3924.0,"2022/09/01, 14:56:46",6.0,9.0,47.0,13.0,3.0,0.0,0.1111111111111111,0.28586609989373,"2022/06/23, 22:40:13",SMOKEv49_Jun2022,0.0,7.0,False,,False,False,,,https://github.com/CEMPD,http://www.ie.unc.edu/cempd/,,,,https://avatars.githubusercontent.com/u/10236376?v=4,,,,7.112328767123287,1.74012474012474,1.4615384615384617,1.9906444906444907,0.5135893740083132
986,inmap,A multi-scale emissions-to-health impact model for fine particulate matter (PM2.5) that mechanistically evaluates air quality and health benefits of perturbations to baseline emissions.,spatialmodel,https://github.com/spatialmodel/inmap.git,github,,Air Quality,"2022/04/18, 16:35:17",45.0,2.0,11.0,True,Go,,spatialmodel,"Go,HTML,Jupyter Notebook,JavaScript,C#,Python,CSS,Dockerfile,Shell,Makefile",,,"2016/04/26, 03:47:17",2323.0,GPL-3.0,11.0,688.0,"2022/02/28, 14:41:23",12.0,81.0,96.0,6.0,188.0,5.0,0.0,0.0302114803625377,"2022/02/28, 15:35:54",v1.9.6,0.0,9.0,False,,False,False,"ctessum/eaprm,ctessum/cityaq",,https://github.com/spatialmodel,,,,,https://avatars.githubusercontent.com/u/18638369?v=4,,,,6.364383561643836,2.0628898128898125,0.9688149688149688,2.2364864864864864,0.5125267491936217
987,Open Source EMEP MSC-W model,"Designed to calculate air concentrations and deposition fields for major acidifying and eutrophying pollutants, photo-oxidants and particulate matter.",metno,https://github.com/metno/emep-ctm.git,github,,Air Quality,"2022/03/31, 13:18:47",22.0,0.0,3.0,True,,Norwegian Meteorological Institute,metno,,,",https://zenodo.org/badge/latestdoi/65725508,https://doi.org/10.5281/zenodo.4230110,https://doi.org/10.5281/zenodo.3647990,https://doi.org/10.5281/zenodo.3265912,https://doi.org/10.5281/zenodo.3355023,https://doi.org/10.5281/zenodo.3355041,https://doi.org/10.5281/zenodo.3355083","2016/08/15, 10:51:19",2211.0,GPL-3.0,3.0,206.0,"2022/06/29, 07:25:02",26.0,2.0,84.0,11.0,67.0,0.0,0.5,0.0397727272727272,"2022/03/31, 12:47:55",rv4_45,0.0,3.0,False,,False,False,,,https://github.com/metno,https://www.met.no,Norway,,,https://avatars.githubusercontent.com/u/893264?v=4,,,,6.057534246575343,1.862785862785863,1.0930353430353432,1.0561330561330562,0.4068892988413693
990,PM2.5-GNN,A Domain Knowledge Enhanced Graph Neural Network For PM2.5 Forecasting.,shawnwang-tech,https://github.com/shuowang-ai/PM2.5-GNN.git,github,,Air Quality,"2021/12/30, 12:50:29",82.0,0.0,28.0,True,Python,,,Python,,",https://doi.org/10.1145/3397536.3422208","2020/10/11, 12:04:23",693.0,MIT,1.0,12.0,"2022/07/22, 19:13:30",0.0,0.0,10.0,10.0,44.0,0.0,0.0,0.0,,,0.0,1.0,False,,False,False,,,,,,,,,,,,1.8986301369863015,1.1658004158004158,0.3123700623700624,0.23492723492723494,0.1771930684587746
991,rdefra,Interact with the UK AIR Pollution Database from DEFRA.,ropensci,https://github.com/ropensci/rdefra.git,github,"r,rstats,r-package,uk,defra,air-pollution,air-quality,air-pollution-levels,peer-reviewed",Air Quality,"2022/05/15, 05:33:39",14.0,0.0,1.0,True,R,rOpenSci,ropensci,"R,TeX",https://docs.ropensci.org/rdefra,",https://doi.org/10.5281/zenodo.593187,https://doi.org/10.21105/joss.00051","2016/02/29, 17:04:46",2379.0,MIT,6.0,211.0,"2022/05/15, 05:29:48",1.0,2.0,15.0,3.0,112.0,0.0,0.0,0.0144230769230768,"2020/04/06, 12:42:47",v0.3.8,0.0,4.0,False,,False,False,,,https://github.com/ropensci,https://ropensci.org/,"Berkeley, CA",,,https://avatars.githubusercontent.com/u/1200269?v=4,,,,6.517808219178082,1.5072765072765073,0.6517671517671517,0.8451143451143451,0.3022438915377518
992,rmweather,An R package to conduct meteorological/weather normalisation on air quality so trends and interventions can be investigated in a robust way.,skgrange,https://github.com/skgrange/rmweather.git,github,,Air Quality,"2022/07/26, 10:44:25",31.0,0.0,12.0,True,R,,,R,,",https://doi.org/10.1021/acs.estlett.0c00605","2018/03/19, 08:21:40",1630.0,GPL-3.0,7.0,119.0,"2020/07/06, 09:26:22",0.0,0.0,3.0,0.0,790.0,0.0,0.0,0.0,,,0.0,1.0,False,,False,False,,,,,,,,,,,,4.465753424657534,1.3846153846153846,0.3123700623700624,0.29313929313929316,0.20502828471553655
993,Safecast,"Building out a network of sensors to monitor particulate matter in sizes PM1.0, PM2.5, PM10.",Safecast,https://github.com/Safecast/safecastapi.git,github,,Air Quality,"2022/09/03, 08:42:17",42.0,0.0,9.0,True,Ruby,Safecast,Safecast,"Ruby,JavaScript,HTML,Shell,SCSS,PLpgSQL,Haml,Dockerfile,CoffeeScript,Python,Procfile",,,"2011/11/25, 18:04:30",3936.0,GPL-3.0,56.0,2405.0,"2022/09/03, 08:42:21",151.0,445.0,743.0,93.0,1.0,8.0,0.8,0.7640692640692641,,,0.0,34.0,True,custom,False,False,,,https://github.com/Safecast,http://safecast.org,Japan,,,https://avatars.githubusercontent.com/u/959637?v=4,,,,10.783561643835617,1.4942827442827442,2.638773388773389,3.4547817047817047,0.7426822283558697
994,West Oakland Air Quality Project,A platform for impacted communities to understand their local air quality and advocate for environmental justice.,openoakland,https://github.com/openoakland/woeip.git,github,"west-oakland,air-quality,openoakland,environmental-justice,code-for-america,air-pollution",Air Quality,"2022/06/29, 03:42:12",27.0,0.0,10.0,True,Jupyter Notebook,OpenOakland,openoakland,"Jupyter Notebook,JavaScript,Python,HTML,CSS,Makefile,Dockerfile,Shell",https://woaq.org,,"2018/11/28, 05:01:39",1377.0,MIT,68.0,521.0,"2022/08/11, 15:48:00",70.0,253.0,420.0,111.0,24.0,8.0,0.4,0.7146341463414634,,,0.0,22.0,False,,True,False,,,https://github.com/openoakland,http://openoakland.org,"Oakland, CA",,,https://avatars.githubusercontent.com/u/2238933?v=4,,,,3.7726027397260276,1.9355509355509355,2.4142411642411643,2.886174636174636,0.7162146021463118
995,Sensor.Community,"Making the world a better place through community driven, open environmental data.",opendata-stuttgart,https://github.com/opendata-stuttgart/sensor.community.git,github,"svelte,sapper,javascript,sensor-community",Air Quality,"2022/03/06, 13:36:30",45.0,0.0,13.0,True,Svelte,Open Data Stuttgart,opendata-stuttgart,"Svelte,CSS,JavaScript,HTML",https://sensor.community,,"2020/01/04, 17:02:14",974.0,MIT,25.0,565.0,"2022/03/06, 13:36:33",15.0,178.0,194.0,12.0,182.0,7.0,0.4,0.4,,,0.0,23.0,False,,True,False,,,https://github.com/opendata-stuttgart,http://codefor.de/stuttgart/,"Stuttgart, Germany",,,https://avatars.githubusercontent.com/u/11635590?v=4,,,,2.6684931506849314,1.7744282744282744,2.076923076923077,2.733887733887734,0.6485894892124254
996,openSenseMap,"Wikipedia for environmental data in order to awaken and promote education, environmental and climate protection.",sensebox,https://github.com/sensebox/openSenseMap.git,github,"opensensemap,iot,sensor,platform,citizenscience",Air Quality,"2022/06/15, 11:20:05",88.0,0.0,11.0,True,HTML,senseBox,sensebox,"HTML,JavaScript,CSS,Shell,Dockerfile",https://opensensemap.org,,"2013/12/26, 01:57:42",3175.0,MIT,24.0,1174.0,"2022/06/15, 11:20:06",46.0,188.0,399.0,30.0,81.0,11.0,0.0,0.2995824634655533,"2022/04/08, 11:40:52",v3.1.3,0.0,21.0,False,,False,True,,,https://github.com/sensebox,https://www.sensebox.de,"Münster, Germany",,,https://avatars.githubusercontent.com/u/7080570?v=4,,,,8.698630136986301,2.3206860706860706,1.5171517671517671,3.0415800415800414,0.6686066542772652
997,rfasst,Estimation of a consistent range of adverse health and agricultural effects attributable to air pollution for a GCAM scenario.,JGCRI,https://github.com/JGCRI/rfasst.git,github,,Air Quality,"2022/01/29, 17:36:23",7.0,0.0,3.0,True,R,Joint Global Change Research Institute,JGCRI,"R,TeX",https://jgcri.github.io/rfasst/,",https://zenodo.org/badge/latestdoi/344924589,https://doi.org/10.21105/joss.03820","2021/03/05, 20:19:28",548.0,BSD-2-Clause,48.0,201.0,"2022/01/29, 17:36:24",1.0,73.0,75.0,19.0,218.0,0.0,0.0,0.0353982300884956,"2022/01/11, 16:37:55",rfasst-v1.2,0.0,3.0,False,,False,True,,,https://github.com/JGCRI,http://globalchange.umd.edu,"College Park, MD, USA",,,https://avatars.githubusercontent.com/u/8431983?v=4,,,,1.5013698630136987,2.490644490644491,0.6247401247401247,1.495841995841996,0.4568045440191773
998,saqgetr,Import Air Quality Monitoring Data in a Fast and Easy Way.,skgrange,https://github.com/skgrange/saqgetr.git,github,,Air Quality,"2022/06/22, 11:09:53",9.0,0.0,3.0,True,R,,,R,,,"2019/03/07, 13:34:24",1277.0,GPL-3.0,2.0,40.0,"2021/12/20, 14:22:49",0.0,0.0,7.0,1.0,258.0,0.0,0.0,0.0,,,0.0,1.0,False,,False,False,,,,,,,,,,,,3.4986301369863013,1.246881496881497,0.3123700623700624,0.2276507276507277,0.18509714435541844
999,Ozone,"An open-source package to easily obtain real-time, historical, or forecasted air quality data for anywhere in the world.",Milind220,https://github.com/Ozon3Org/Ozon3.git,github,"api-wrapper,python,air-quality,api,open-source,python3,python-package,python3-package,air-quality-index,air-quality-data,air-quality-api,aqi,waqi,aqi-readings",Air Quality,"2022/07/26, 01:42:58",36.0,0.0,36.0,True,Python,Ozon3,Ozon3Org,"Python,Shell",,,"2022/01/28, 04:52:53",220.0,GPL-3.0,515.0,515.0,"2022/07/25, 10:03:10",1.0,74.0,138.0,138.0,41.0,0.0,0.8,0.4779874213836478,"2022/07/26, 01:45:04",v4.0.0,1.0,14.0,False,,True,True,,,https://github.com/Ozon3Org,,,,,https://avatars.githubusercontent.com/u/107499002?v=4,,,,0.6027397260273972,3.0867983367983367,2.1803534303534304,2.358108108108108,0.7666154403175653
1000,Stormwater-Management-Model,Used for single event or long-term (continuous) simulation of runoff quantity and quality from primarily urban areas.,USEPA,https://github.com/USEPA/Stormwater-Management-Model.git,github,"ord,simulation",Water Supply,"2022/06/08, 13:36:21",127.0,0.0,45.0,True,C,U.S. Environmental Protection Agency,USEPA,"C,C++,CMake",,,"2014/03/14, 17:15:30",3096.0,GPL-3.0,38.0,321.0,"2022/08/15, 13:35:16",35.0,33.0,53.0,9.0,20.0,0.0,0.2,0.0339622641509433,"2022/02/28, 22:44:25",v5.2.0,0.0,5.0,False,,False,False,,,https://github.com/USEPA,https://www.epa.gov,United States of America,,,https://avatars.githubusercontent.com/u/1304320?v=4,,,,8.482191780821918,1.9126819126819128,1.1023908523908523,1.5452182952182953,0.4540443246351302
1001,dataRetrieval,"This R package is designed to obtain USGS or EPA water quality sample data, streamflow data and metadata directly from web services.",USGS-R,https://github.com/USGS-R/dataRetrieval.git,github,"r,usgs,rstats,r-package",Water Supply,"2022/08/31, 12:46:21",205.0,0.0,26.0,True,R,USGS-R,USGS-R,"R,CSS,HTML",https://waterdata.usgs.gov/blog/dataretrieval/,,"2013/01/14, 20:02:58",3520.0,CUSTOM,123.0,2237.0,"2022/08/31, 12:46:22",13.0,340.0,620.0,49.0,4.0,1.0,0.2,0.1426966292134831,"2022/03/14, 21:06:38",v2.7.11,0.0,18.0,False,,False,False,,,https://github.com/USGS-R,https://owi.usgs.gov/R/,,,,https://avatars.githubusercontent.com/u/3188813?v=4,,,,9.643835616438356,2.182952182952183,1.6673596673596673,3.278066528066528,0.690821091397126
1002,EGRET,"An R package for the analysis of long-term changes in water quality and streamflow, including the water-quality method Weighted Regressions on Time, Discharge, and Season.",USGS-R,https://github.com/USGS-R/EGRET.git,github,"r,usgs,water-quality-data,water-quality,rstats,r-package",Water Supply,"2022/08/29, 17:40:30",71.0,0.0,3.0,True,R,USGS-R,USGS-R,R,http://pubs.usgs.gov/tm/04/a10/,",https://doi.org/10.3133/tm4A10","2013/01/14, 19:45:02",3520.0,CUSTOM,60.0,1773.0,"2022/08/29, 17:40:31",14.0,232.0,335.0,20.0,6.0,0.0,0.0,0.0601659751037344,"2021/04/09, 12:09:50",v3.0.5,0.0,11.0,False,,False,False,,,https://github.com/USGS-R,https://owi.usgs.gov/R/,,,,https://avatars.githubusercontent.com/u/3188813?v=4,,,,9.643835616438356,1.7978170478170477,1.113825363825364,2.9594594594594597,0.5614337929553487
1003,WaterModels.jl,Designed to enable computational evaluation of historical and emerging water network formulations and algorithms using a common platform.,lanl-ansi,https://github.com/lanl-ansi/WaterModels.jl.git,github,"water,network,optimization,julia",Water Supply,"2022/07/13, 22:44:49",50.0,0.0,19.0,True,Julia,advanced network science initiative,lanl-ansi,Julia,https://lanl-ansi.github.io/WaterModels.jl/latest/,,"2017/05/22, 17:45:40",1931.0,CUSTOM,20.0,825.0,"2022/07/14, 04:15:31",11.0,61.0,139.0,21.0,53.0,1.0,0.1,0.09375,"2022/07/14, 04:31:20",v0.9.2,0.0,8.0,False,,False,True,,,https://github.com/lanl-ansi,https://lanl-ansi.github.io/,"Los Alamos, NM",,,https://avatars.githubusercontent.com/u/17053288?v=4,,,,5.2904109589041095,2.3045738045738045,1.2723492723492724,2.252598752598753,0.57342736884031
1004,Tree-based Inland Hydraulic Routing Project,The program under development here seeks to effectively manage the traversal of a network of streams with defined hydraulic properties specifically for the purpose of hydraulic routing in an operational flood and water resources forecasting system.,NOAA-OWP,https://github.com/NOAA-OWP/t-route.git,github,,Water Supply,"2022/08/18, 16:11:51",27.0,0.0,12.0,True,Python,,NOAA-OWP,"Python,Fortran,Cython,C,Makefile,Shell,CMake",,,"2020/03/26, 12:34:57",892.0,CUSTOM,135.0,608.0,"2022/08/18, 16:11:52",140.0,296.0,440.0,164.0,17.0,22.0,4.5,0.4800724637681159,"2022/07/21, 15:14:39",v2.3.0,8.0,11.0,False,,False,True,,,https://github.com/NOAA-OWP,,,,,https://avatars.githubusercontent.com/u/60660814?v=4,,,,2.4438356164383563,2.754158004158004,2.337318087318087,2.7863825363825363,0.785153135618923
1005,Next Gen Water Modeling Framework,"This framework includes an encapsulation strategy which focuses on the hydrologic data first, and then builds a functional abstraction of hydrologic behavior.",NOAA-OWP,https://github.com/NOAA-OWP/ngen.git,github,,Water Supply,"2022/08/26, 13:22:56",46.0,0.0,21.0,True,C++,,NOAA-OWP,"C++,CMake,C,Python,Dockerfile",,,"2020/02/19, 19:52:57",928.0,CUSTOM,809.0,2101.0,"2022/08/26, 13:22:57",72.0,281.0,368.0,130.0,9.0,10.0,1.4,0.3894230769230768,"2021/12/13, 22:17:32",0.1.0,3.0,14.0,False,,False,True,,,https://github.com/NOAA-OWP,,,,,https://avatars.githubusercontent.com/u/60660814?v=4,,,,2.5424657534246577,2.6174636174636174,2.1897089397089395,3.104469854469855,0.7807562969927492
1006,nhdplusTools,This package is a growing set of tools for manipulation of hydrographic data using the NHDPlus data model.,USGS-R,https://github.com/USGS-R/nhdplusTools.git,github,,Water Supply,"2022/08/08, 21:27:37",65.0,0.0,15.0,True,R,USGS-R,USGS-R,"R,Dockerfile",https://usgs-r.github.io/nhdplusTools/,",https://doi.org/10.5066/P97AS8JD\n```\n\n###","2018/03/27, 19:12:30",1622.0,CC0-1.0,248.0,863.0,"2022/08/12, 20:25:55",9.0,152.0,288.0,87.0,23.0,0.0,0.5,0.095166163141994,"2022/08/08, 21:29:32",v0.5.6,0.0,8.0,False,,False,False,,,https://github.com/USGS-R,https://owi.usgs.gov/R/,,,,https://avatars.githubusercontent.com/u/3188813?v=4,,,,4.443835616438356,2.864864864864865,1.4807692307692308,2.5899168399168397,0.6839016509428423
1007,The Safe Water Project,"A team of volunteers at Code for Boston who are using data modeling, data visualization and machine learning to predict, visualize, and share data about the presence of hazardous drinking and surface water contaminants in the United States.",codeforboston,https://github.com/codeforboston/safe-water.git,github,,Water Supply,"2021/02/24, 17:11:55",39.0,0.0,3.0,True,Jupyter Notebook,Code for Boston,codeforboston,"Jupyter Notebook,JavaScript,Python,R,Makefile",,,"2018/09/12, 01:49:23",1454.0,MIT,0.0,260.0,"2022/08/23, 18:03:37",4.0,82.0,127.0,2.0,12.0,4.0,0.0,0.8553459119496856,,,0.0,26.0,False,,False,False,,,https://github.com/codeforboston,https://www.codeforboston.org,"Boston, MA",,,https://avatars.githubusercontent.com/u/2533182?v=4,,,,3.9835616438356163,0.6834719334719335,2.069126819126819,2.3357588357588357,0.499917199222015
1008,HydroFunctions,A suite of convenience functions for working with hydrology data in an interactive Python session.,mroberge,https://github.com/mroberge/hydrofunctions.git,github,"water,hydrology,scientific-visualization",Water Supply,"2022/04/18, 23:39:17",45.0,0.0,6.0,True,Python,,,"Python,Jupyter Notebook,Makefile",,,"2016/08/12, 01:16:29",2215.0,MIT,33.0,731.0,"2022/06/30, 03:41:45",15.0,70.0,104.0,10.0,67.0,1.0,0.0,0.0310559006211179,"2022/04/18, 22:10:39",v0.2.3,0.0,6.0,False,,False,False,,,,,,,,,,,,6.068493150684931,2.1585239085239083,0.8253638253638254,2.0816008316008316,0.4934712918644821
1010,The General Lake Model,A water balance and one-dimensional vertical stratification hydrodynamic model.,AquaticEcoDynamics,https://github.com/AquaticEcoDynamics/GLM.git,github,"lake,model,mixing,hydrodynamics,stratification,water,quality,ecology,glm,biogeochemical,lakes,aquatic-science,hydrology-modeling",Water Supply,"2022/07/18, 09:28:45",30.0,0.0,4.0,True,C,Aquatic EcoDynamics research group,AquaticEcoDynamics,"C,Fortran,Shell,Makefile,Batchfile",http://aquatic.science.uwa.edu.au/research/models/GLM/,",https://doi.org/10.5194/gmd-12-473-2019,https://doi.org/10.5194/gmd-12-473-2019","2017/06/08, 04:11:11",1915.0,GPL-3.0,48.0,188.0,"2022/04/12, 01:34:42",10.0,13.0,29.0,3.0,146.0,2.0,0.0,0.3067484662576687,"2019/01/13, 02:56:03",v3.0.0,0.0,5.0,False,,False,False,,,https://github.com/AquaticEcoDynamics,aquatic.science.uwa.edu.au,"Perth, Australia",,,https://avatars.githubusercontent.com/u/16325047?v=4,,,,5.2465753424657535,1.807172557172557,1.0686070686070686,1.1813929313929314,0.4087654874194278
1011,nhdR,An R interface to the US National Hydrography Dataset.,jsta,https://github.com/jsta/nhdR.git,github,"nhd,national-hydrography-dataset,water-quality,water-resources,cran,geospatial,rstats",Water Supply,"2022/08/05, 20:44:38",30.0,0.0,2.0,True,R,,,R,https://jsta.github.io/nhdR/,",https://zenodo.org/badge/latestdoi/75339263","2016/12/01, 22:41:39",2103.0,GPL-3.0,38.0,435.0,"2022/07/29, 17:15:21",15.0,4.0,73.0,7.0,37.0,0.0,0.0,0.015015015015015,"2022/08/10, 16:20:34",0.5.8,0.0,3.0,False,,False,False,,,,,,,,,,,,5.761643835616439,2.2177754677754677,0.5738045738045738,1.248960498960499,0.40179519594236307
1012,modflow6,"Has been widely used by academics, private consultants, and government scientists to accurately, reliably, and efficiently simulate groundwater flow.",MODFLOW-USGS,https://github.com/MODFLOW-USGS/modflow6.git,github,"groundwater,earth-science,modflow",Water Supply,"2022/09/02, 13:10:27",111.0,0.0,32.0,True,Fortran,MODFLOW and Related Programs,MODFLOW-USGS,"Fortran,Python,CSS,Makefile,Meson,C++",https://modflow6.readthedocs.io/,",https://doi.org/10.3133/tm6A57,https://doi.org/10.3133/tm6A57,https://doi.org/10.3133/tm6A55,https://doi.org/10.3133/tm6A55,https://doi.org/10.3133/tm6A56,https://doi.org/10.3133/tm6A56,https://doi.org/10.1111/gwat.12967,https://doi.org/10.1111/gwat.13117,https://doi.org/10.1016/j.envsoft.2021.105257,https://doi.org/10.1016/j.envsoft.2021.105257,https://doi.org/10.3133/tm6A61,https://doi.org/10.3133/tm6A61,https://doi.org/10.3133/tm6A62,https://doi.org/10.3133/tm6A62,https://doi.org/10.5066/F76Q1VQV,https://doi.org/10.5066/F76Q1VQV","2018/01/03, 15:00:55",1705.0,CUSTOM,168.0,806.0,"2022/09/02, 13:10:27",53.0,737.0,977.0,244.0,2.0,3.0,1.0,0.5426251691474966,"2022/03/04, 19:17:17",6.3.0,0.0,17.0,False,,True,True,,,https://github.com/MODFLOW-USGS,,,,,https://avatars.githubusercontent.com/u/34482102?v=4,,,,4.671232876712328,2.361746361746362,2.3393970893970892,3.1954261954261955,0.7783669955743339
1015,pysheds,Simple and fast watershed delineation in Python.,mdbartos,https://github.com/mdbartos/pysheds.git,github,"digital-elevation-model,hydrology,flow-direction,accumulation,catchments,gis",Water Supply,"2022/02/27, 08:30:47",511.0,26.0,160.0,True,Python,,,Python,,,"2017/04/13, 16:02:37",1970.0,GPL-3.0,133.0,420.0,"2022/04/19, 16:00:49",44.0,47.0,158.0,79.0,138.0,1.0,0.4,0.0604395604395604,"2022/02/27, 08:35:18",0.3.3,0.0,4.0,False,,False,False,"ujjwaln/tribs_tin_maker,wberghuijs/CatchmentHydro_Lecture1_Catchment,dankovacek/basin_generator,dankovacek/hysets_basin_delineation,The-Nature-Conservancy-NASCA/WaterProof-ModelosWFAPP,c-hydro/fp-system-env,ujjwaln/tribs_wsheds,digitalearthafrica/deafrica-sandbox,dankovacek/hysets_validation,gaffinetB/floodsens,larroque852/BIND_ENS1_TOPO,salviega/_Ecologia,curiemadan/Catchment-Characteristics,dan-yok-jpn/pyLesson,jaysnm/dea-sandbox,dankovacek/Engineering_Hydrology_Notebooks,NithinGopakumar/Disease_spread_modelling_GIS,CH-Earth/CWARHM,ShervanGharari/EASYMORE,ASFHyP3/asf-tools,smnorris/fwakit,GeoscienceAustralia/dea-sandbox,chrimerss/envsetting,dankovacek/pysheds_tutorial,Christiaanvdm/hydro-django,Ouranosinc/raven",,,,,,,,,,,5.397260273972603,2.8118503118503115,1.1735966735966736,1.812889812889813,0.5788233790041389
1016,WhiteboxTools,WhiteboxTools is an advanced geospatial data analysis platform.,jblindsay,https://github.com/jblindsay/whitebox-tools.git,github,"geospatial,gis,remote-sensing,geoprocessing,hydrology,geomorphometry,geomorphology",Water Supply,"2022/08/18, 17:56:13",618.0,0.0,167.0,True,Rust,,,"Rust,Python",https://www.whiteboxgeo.com/,,"2018/04/09, 22:39:18",1609.0,MIT,29.0,729.0,"2022/09/01, 12:49:20",74.0,34.0,193.0,45.0,3.0,20.0,0.0,0.0482456140350877,"2021/08/30, 22:31:50",v2.0.0,0.0,14.0,False,,False,False,,,,,,,,,,,,4.4082191780821915,1.7442827442827444,1.1699584199584199,2.385654885654885,0.5141933678750822
1017,CRITERIA3D,"Includes a numerical solution for three-dimensional water and heat flow in the soil, coupled surface and subsurface flow, meteorological data interpolation, radiation budget, crop development and crop water uptake.",ARPA-SIMC,https://github.com/ARPA-SIMC/CRITERIA3D.git,github,"soil,water,heat,crop,water-balance,climate-analysis,3d-water-fluxes,spatial-analysis,agro-meteorological,meteorological-data-interpolation,land-surface-modeling,environmental-modelling,hydrological-modelling,criteria-3d,boundary-conditions,catchments,subsurface-flow",Water Supply,"2022/08/08, 14:17:58",22.0,0.0,6.0,True,C++,Arpae ER - Servizio Idro Meteo Clima,ARPA-SIMC,"C++,C,QMake,Prolog",,,"2015/11/17, 18:48:47",2483.0,GPL-3.0,1328.0,1499.0,"2021/08/18, 09:28:43",0.0,1.0,1.0,0.0,382.0,0.0,0.0,0.5904761904761905,"2021/12/03, 15:24:05",v0.9.5,0.0,6.0,False,,True,False,,,https://github.com/ARPA-SIMC,https://www.arpae.it/it/temi-ambientali/meteo/cosa-fa-arpae-meteo,"Bologna, Italy",,,https://avatars.githubusercontent.com/u/13255471?v=4,,,,6.802739726027397,2.506237006237006,1.4615384615384615,1.2863825363825363,0.5351757476950912
1018,Water Network Tool for Resilience,A Python package designed to simulate and analyze resilience of water distribution networks.,USEPA,https://github.com/USEPA/WNTR.git,github,"ord,water,python,modeling,simulation",Water Supply,"2022/06/22, 17:59:21",210.0,40.0,45.0,True,Python,U.S. Environmental Protection Agency,USEPA,"Python,C++,C,Pascal,VBA,SWIG",,,"2016/07/13, 16:33:33",2244.0,CUSTOM,128.0,3010.0,"2022/09/03, 22:46:18",28.0,126.0,265.0,67.0,1.0,3.0,0.4,0.5980573543015726,"2022/06/23, 19:08:51",0.4.2,0.0,27.0,False,,False,False,"linz94/birdcatdetection,Marvin8or/LeakDetection,gandresr/ptsnet,nathanblair/learn-data-science,hchacon4/wdn_project,asztyber/wdn-sa-benchmark,sonukiller/Pune-Water-Meter-ML,Daveonwave/epynet_CPS,naiades-jsi/braila-approximate-leakage,shanshanhsieh/CityEnergyAnalyst_v3.29.0_backup,Relkayam/miscellaneous_puplic,minotm/NTA,dankovacek/hysets_validation,KIOS-Research/WDN-Dataset-Generator,corzogac/HILABAPI,mi01/epanet-annotator,afmurillo/DHALSIM,jing-2020/streamlit_app,meghnathomas/MAGNets,p-wysocki/WTNR-pipe-leak-detection,pdMa2s/epanet-inp-parser,claussma/wasserversorgung_beispiele,4flixt/2019_WNTR_Surrogate_Model,Abimbola-ai/Oil-and-gas-pipeline-leakage,kattn/Master,GitContainer/wmoc,PizzaShift/CityEnergyAnalyst,BFAnas/RWDN,dankovacek/CIVL555_Presentation,IN-CORE/pyincore,architecture-building-systems/CityEnergyAnalyst,alan-turing-institute/chance-water-distribution,pshassett/CriticalityMaps,Fruktus/graphflow,glorialulu/TSNet,zsc1220/monitoring-point-coverage,worry45678/wntr-analysis,cccristi07/EpanetWrapper,CitiLogics/CloudBurst,worry45678/niniu2",,https://github.com/USEPA,https://www.epa.gov,United States of America,,,https://avatars.githubusercontent.com/u/1304320?v=4,,,,6.147945205479452,2.2354469854469854,2.3274428274428276,3.113825363825364,0.7569438725267811
1019,fasstr,"An R package to analyze, summarize, and visualize daily streamflow data.",bcgov,https://github.com/bcgov/fasstr.git,github,"water,streamflow,hydrology,hydat,summary-statistics,frequency-analysis,trends,bcgov,lwrs",Water Supply,"2022/07/04, 21:02:23",46.0,0.0,8.0,True,R,Province of British Columbia,bcgov,R,https://bcgov.github.io/fasstr/,,"2017/10/30, 17:23:30",1770.0,Apache-2.0,139.0,868.0,"2022/02/07, 19:27:21",4.0,28.0,84.0,8.0,209.0,1.0,0.0,0.020066889632107,"2021/12/11, 02:31:35",v0.4.1,0.0,3.0,False,,True,True,,,https://github.com/bcgov,https://github.com/bcgov/BC-Policy-Framework-For-GitHub,Canada,,,https://avatars.githubusercontent.com/u/916280?v=4,,,,4.8493150684931505,2.484927234927235,0.5883575883575884,1.7094594594594594,0.46995501283758173
